"title","body","rating","review_date","source","curated","reviewer_name","reviewer_email","product_id","product_handle","reply","reply_date","picture_urls","ip_address","location","metaobject_handle"
"Has the Good Stuff","I did a lot of research online for what makes good body wash good and ok body wash ok. A lot of it is the type and amount of exfoliant. Challenger Fresh has more exfoliant than I've seen from most body washes (especially the super market ones). Good scent, works well, skin is feeling strong and smooth after using it. Will buy again.","5","2019-10-18 00:00:00 UTC","direct","ok","PK","support+anonymous@judge.me","1461162278985","challenger-fresh-body-wash-16oz-exfoliating-cleanser-w-aloe-vitamin-e-tea-tree-jojoba-oils-for-men-women-moisturizing-and-de-odorizing-lather-for-smooth-strong-skin-2-month-supply","","","","","","review-2cd33e0b-4455-4943-89e7-56b221faac11"
"Refreshing and functional!","This product feels great on the skin and the exfoliation is felt at just the right way. It's too soon to see results but I expect them to be palpable","5","2020-01-13 00:00:00 UTC","direct","ok","Nacedo","support+anonymous@judge.me","1461162278985","challenger-fresh-body-wash-16oz-exfoliating-cleanser-w-aloe-vitamin-e-tea-tree-jojoba-oils-for-men-women-moisturizing-and-de-odorizing-lather-for-smooth-strong-skin-2-month-supply","","","","","","review-e25dbb60-230e-4f2e-ba06-52a571b0afab"
"Nice, but bottle wasn't even close to full upon arrival.","This wasn't bad, the scent by the way is a sour citrus sort of like grapefruit. The exfoliating is decent and it didn't really dry my skin out at all. That being said, the bottle itself was only around 3/4 of the way full, nowhere near the 16oz the bottle holds which brings the rating down a fair bit.","3","2021-03-26 00:00:00 UTC","direct","ok","zckptrsn","support+anonymous@judge.me","1461162278985","challenger-fresh-body-wash-16oz-exfoliating-cleanser-w-aloe-vitamin-e-tea-tree-jojoba-oils-for-men-women-moisturizing-and-de-odorizing-lather-for-smooth-strong-skin-2-month-supply","","","","","","review-31ddb0b8-e509-4a7b-9d42-3bd25d1fc9fd"
"Refreshing body wash cleans like I need it to.","Bought this body wash to combat dry skin and body odors. Been having issues with deodorant staying on to long and my current soap not getting rid of it. The exfoliating works great and the scent is fresh. Typically in this cold weather my skin itches after shower but so far no dryness after using this body wash. I would definitly recommend it.","5","2019-11-19 00:00:00 UTC","direct","ok","William Hanchett","support+anonymous@judge.me","1461162278985","challenger-fresh-body-wash-16oz-exfoliating-cleanser-w-aloe-vitamin-e-tea-tree-jojoba-oils-for-men-women-moisturizing-and-de-odorizing-lather-for-smooth-strong-skin-2-month-supply","","","","","","review-e2deba61-6385-4433-8a45-894dc58fae8a"
"The Best a Man Can Get","This is easily the best body wash I have ever used. You just need a little and spreads on the whole body, plus it's jam packed with exfoliation. My skin is super smooth and I feel incredibly refreshed after each wash. I notice a clear advantage to the old spice, dove, and gillette men's body washes.","5","2019-12-05 00:00:00 UTC","direct","ok","Steve E.","support+anonymous@judge.me","1461162278985","challenger-fresh-body-wash-16oz-exfoliating-cleanser-w-aloe-vitamin-e-tea-tree-jojoba-oils-for-men-women-moisturizing-and-de-odorizing-lather-for-smooth-strong-skin-2-month-supply","","","","","","review-2cd69bc0-2daf-403b-8c29-6b70418b5fe3"
"Great product combo!","Got these for my fiancé and he loves these products! These products are very light and don't leave your face feeling sticky or like you have a ton of product on it. The moisturizer's particularly great and leaves your face feeling moisturized the next morning. The eye cream bottle is small but a little goes a long way, which I appreciate. Overall a great product and would definitely recommend it!","5","2020-03-25 00:00:00 UTC","direct","ok","Laurin K.","support+anonymous@judge.me","4399657287753","primo-anti-aging-skin-care-trio-serum-moisturizer-eye-cream","","","","","","review-5ade5c9e-fc78-4dfc-a57c-814a96e20aa1"
"Back for more!","I received this product previously when I purchased the trio. The body wash was so great I had to come back and stock up.

I recommend this to anyway looking to make a switch away from the other chemical filled body washes on the market.","5","2019-12-20 00:00:00 UTC","direct","ok","Amazonian","support+anonymous@judge.me","1461162278985","challenger-fresh-body-wash-16oz-exfoliating-cleanser-w-aloe-vitamin-e-tea-tree-jojoba-oils-for-men-women-moisturizing-and-de-odorizing-lather-for-smooth-strong-skin-2-month-supply","","","","","","review-6c50ee7d-ecd8-454f-8b85-dfe26f25f7b5"
"Would order again.","This is great body wash. It does a good job exfoliating my skins and leaving it soft and silky. Body wash has a nice smell and is a nice size bottle so it will last a while. Would order again.","5","2019-11-13 00:00:00 UTC","direct","ok","LDH","support+anonymous@judge.me","1461162278985","challenger-fresh-body-wash-16oz-exfoliating-cleanser-w-aloe-vitamin-e-tea-tree-jojoba-oils-for-men-women-moisturizing-and-de-odorizing-lather-for-smooth-strong-skin-2-month-supply","","","","","","review-31b527d0-469b-4fd0-a842-04ccfcf2da24"
"Great product!","Great product, easy to use and nice hold!","5","2022-04-24 00:00:00 UTC","direct","ok","Jeff","support+anonymous@judge.me","10858784149","challenger-blue-1-5oz-on-the-go-styling-cream-medium-firm-hold-w-natural-matte-finish","","","","","","review-9c3d3aaa-6f63-415c-bed2-becb99a3a588"
"Under promised but over delivered","I was surprised about how well this pomade held for how little I used. Initially I didn't have confidence in this product, but by the end of the first day using it, my point of view was completely flipped. I have been a user of another pomade brand for years. I also have a particular allergy to beeswax as well, so this Matte product by Challenger was viewed as an alternative for travel occasions (due to my other pomade not making travel sizes), but now, I feel like I'll make the move over to Challenger moving forward. The scent is slightly underwhelming, which isn't a negative point, realistically if it does 9 out of 10 things perfectly, that is a solid product!","5","2023-03-27 00:00:00 UTC","direct","ok","Vince","support+anonymous@judge.me","10858784149","challenger-blue-1-5oz-on-the-go-styling-cream-medium-firm-hold-w-natural-matte-finish","","","","","","review-7a322de6-9cc5-4525-8413-a6bf80789a26"
"Drying.","I bought the shampoo and conditioner and then for this. For some reason I thought it would be more minty. It is a masculine smell. It is nice but on the strong side so it gives me headaches. It exfoliates and ended up being too drying for my skin. I have hard water so maybe the two don't mix.","1","2019-09-25 00:00:00 UTC","direct","ok","T","support+anonymous@judge.me","1461162278985","challenger-fresh-body-wash-16oz-exfoliating-cleanser-w-aloe-vitamin-e-tea-tree-jojoba-oils-for-men-women-moisturizing-and-de-odorizing-lather-for-smooth-strong-skin-2-month-supply","","","","","","review-4679b192-a8bd-415c-9ef4-cb7870244ff6"
"Adds hold but not stickiness","I have a full head of silver hair which becomes frizzy after shampooing. After applying anti-frizz and blow-drying, I've found that a little of Challenger Men’s Matte Cream Pomade (I call it ""wax"") adds additional hold and shine that lasts all day. Great hair care product - highly recommended.","5","2023-10-30 00:00:00 UTC","direct","ok","pvcatbacker","support+anonymous@judge.me","10858784149","challenger-blue-1-5oz-on-the-go-styling-cream-medium-firm-hold-w-natural-matte-finish","","","","","","review-1f608481-3174-4ed5-8ae8-c13f8b4bfd5c"
"Great budget alternative to more expensive product","While I prefer sumotech for my purposes, the Challenger matte paste is a suitable lower cost alternative. My mildly curly hair is between 1-2” on top for the first 2-3 weeks after a cut, and it’s nice to style it with a paste until the curls get too unwieldy. I prefer the effortless look of a matte finish. Challenger is a thick cream that spreads easy and is easy to work through your hair. It has a bit of a sticky texture to it and makes my hair easy to shape. It smells like the salon to me, which isn’t preferable but not bad. My hair had a mild shine after applying, but running my hand through my hair eliminated the shine, and over time it looked perfectly matte. Medium-firm is an accurate description. It’s not firm enough to keep my hair from curling just a bit but my hair isn’t going anywhere. Longer hair might be susceptible to some wind but it seems easy to reshape if needed. I liked the look of my hair with it. Overall, I prefer sumotech. It’s a firmer hold, it’s extremely matte, and scentless, but comparing the 1.5 oz size of each, it is not $17 better than challenger’s. I’m happy with this find!","5","2022-07-03 00:00:00 UTC","direct","ok","Doc Gom","support+anonymous@judge.me","10858784149","challenger-blue-1-5oz-on-the-go-styling-cream-medium-firm-hold-w-natural-matte-finish","","","","","","review-5f8ecb99-fc12-46a3-bbbc-4109e7b3e0cd"
"Best Pomade","No other like it on Amazon. I can sculpt my hair perfectly upon application. Smells good too.","5","2021-09-16 00:00:00 UTC","direct","ok","Jake","support+anonymous@judge.me","10858784149","challenger-blue-1-5oz-on-the-go-styling-cream-medium-firm-hold-w-natural-matte-finish","","","","","","review-50c97209-bc74-4b15-8ce4-d9382de7ef30"
"Holds amazing","I have super curly hair and this stuff with in seconds holds my hair, it doesn't smell bad, is a bit hard to clean off but by God this stuff holds.","5","2021-10-15 00:00:00 UTC","direct","ok","Robert De La Vega","support+anonymous@judge.me","10858784149","challenger-blue-1-5oz-on-the-go-styling-cream-medium-firm-hold-w-natural-matte-finish","","","","","","review-9fcc57d9-2ba5-4921-b0ee-6b2c051222f8"
"Great","Great scent!!! Works great for my skin.","4","2020-10-05 00:00:00 UTC","direct","ok","Diecast Roadshow","support+anonymous@judge.me","1461162278985","challenger-fresh-body-wash-16oz-exfoliating-cleanser-w-aloe-vitamin-e-tea-tree-jojoba-oils-for-men-women-moisturizing-and-de-odorizing-lather-for-smooth-strong-skin-2-month-supply","","","","","","review-2d4109fd-edc8-40e0-92dc-090547ba57ba"
"Blemish clearing body wash","What I most enjoyed about this product was the ingredients. Very natural and not harsh on the skin. The exfoliating beads definitely helped clear up some of the blemishes I've always had on my upper arms where I had small red bumps due to what I think are just clogged pores. That's amazing.
What I think needs to be improved upon is the scent. I'd like it to be a bit stronger and maybe a little less ""floral"" smelling. It says ""fresh"" on the bottle, and I was expecting something zesty or minty. That's just me though. Great bodywash overall.","4","2021-09-03 00:00:00 UTC","direct","ok","Dwayne M Edwards","support+anonymous@judge.me","1461162278985","challenger-fresh-body-wash-16oz-exfoliating-cleanser-w-aloe-vitamin-e-tea-tree-jojoba-oils-for-men-women-moisturizing-and-de-odorizing-lather-for-smooth-strong-skin-2-month-supply","","","","","","review-35606fcf-c6a4-48f3-b5c2-ff8a5a1079fc"
